Group,Mouse ID,Sex,PFOA,PFOS,PFBA,PFPeA,PFHxA,PFHpA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS_T,PFHpS,PFNS,PFDS,4_2-FTS,6_2_FTS,8_2-FTS,N-MeFOSAA,N-EtFOSAA,FOSA
PFOA 0.5,FA169,Female,28.6,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA170,Female,32.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA171,Female,30.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA172,Female,30.7,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA173,Female,32.4,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA174,Female,23.5,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.051,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA175,Female,30.6,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.041,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 0.5,FA176,Female,28.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.051,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA177,Female,45.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA178,Female,47.9,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA179,Female,42.9,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA180,Female,36.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA181,Female,44.7,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA182,Female,44.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA183,Female,48.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1,FA184,Female,44.5,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA185,Female,45.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA186,Female,46.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA187,Female,46.5,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA188,Female,52.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA189,Female,58.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA190,Female,50.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA191,Female,61.9,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOA 1.5,FA192,Female,60.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS193,Female,<MDL,21.7,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.596,0.842,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS194,Female,<MDL,24,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.633,0.888,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS195,Female,<MDL,28.4,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.583,1.044,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS196,Female,<MDL,26.1,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.634,0.971,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS197,Female,<MDL,29.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.616,1.126,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS198,Female,<MDL,31,0,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.778,1.089,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS199,Female,<MDL,33.5,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.759,1.17,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.166,FS200,Female,<MDL,29.7,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.745,1.157,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS201,Female,<MDL,24.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.732,1.088,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS202,Female,<MDL,94.5,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.39,3.67,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS203,Female,<MDL,78.4,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.1,3.1,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS204,Female,<MDL,77.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.95,2.99,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS205,Female,<MDL,91.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.24,3.91,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS206,Female,<MDL,90.8,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.12,3.62,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS207,Female,<MDL,90.4,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.41,3.58,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 0.5,FS208,Female,<MDL,90.4,0,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.44,3.61,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS209,Female,<MDL,123,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.45,5.43,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS210,Female,<MDL,124,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,3.87,5.77,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS211,Female,<MDL,134,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.77,5.99,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS212,Female,<MDL,132,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,3.57,6.35,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS213,Female,<MDL,160,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.92,7.03,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS214,Female,<MDL,151,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.66,6.25,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS215,Female,<MDL,141,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.59,6.41,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1,FS216,Female,<MDL,116,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4.49,5.39,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS217,Female,<MDL,189,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4,6.43,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS218,Female,<MDL,123,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,4,6.42,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS219,Female,<MDL,217,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,3.63,7.2,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS220,Female,<MDL,187,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,5.29,8.38,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS221,Female,<MDL,164,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,5.43,8.3,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS222,Female,<MDL,206,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,5.43,9.04,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS223,Female,<MDL,204,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,3.02,6.69,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
PFOS 1.5,FS224,Female,<MDL,189,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,5.29,8.83,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL
